"Date","Cancer Site","Stage","Observed Count","Proportion (where stage known)","Proportion of total","Rolling Average","Rolling Proportion","LowerCI (rolling average)","Upper (rolling average)"
2019-04-01,"Urological excl prostate","Late stages (III+IV)",267,0.303409090909091,0.16952380952381,258.666666666667,0.164241494258956,27.0906079880318,33.2067185876386
2019-04-01,"Uterine","Stage I",391,0.707052441229656,0.547619047619048,401.25,0.583353525563363,NA,NA
2019-04-01,"Uterine","Stage II",48,0.0867992766726944,0.0672268907563025,44.5,0.0646959050157499,NA,NA
2019-04-01,"Uterine","Stage III",75,0.135623869801085,0.105042016806723,63.75,0.0926823358371699,NA,NA
2019-04-01,"Uterine","Stage IV",39,0.0705244122965642,0.0546218487394958,41.5,0.0603343833292949,NA,NA
2019-04-01,"Uterine","Unknown stage",161,NA,0.225490196078431,136.833333333333,0.198933850254422,NA,NA
2019-04-01,"Uterine","Total",714,NA,NA,687.833333333333,1,NA,NA
2019-04-01,"Uterine","TotalKnown",553,NA,NA,551,NA,NA,NA
2019-04-01,"Uterine","Early stages (I+II)",439,0.793851717902351,0.61484593837535,445.75,0.648049430579113,77.4065415159358,83.9623404568943
2019-04-01,"Uterine","Late stages (III+IV)",114,0.206148282097649,0.159663865546218,105.25,0.153016719166465,16.0376595431058,22.5934584840642
2019-03-01,"All Cancers Combined","Stage I",4907,0.335521367521368,0.243777634259029,4937.58333333333,0.237812562713225,NA,NA
2019-03-01,"All Cancers Combined","Stage II",3276,0.224,0.162750260817726,3238,0.155954244431066,NA,NA
2019-03-01,"All Cancers Combined","Stage III",3236,0.221264957264957,0.160763078145959,3271.58333333333,0.15757174392936,NA,NA
2019-03-01,"All Cancers Combined","Stage IV",3206,0.219213675213675,0.159272691142133,3256.58333333333,0.156849287577764,NA,NA
2019-03-01,"All Cancers Combined","Unknown stage",5504,NA,0.273436335635153,6058.75,0.291812161348585,NA,NA
2019-03-01,"All Cancers Combined","Total",20129,NA,NA,20762.5,1,NA,NA
2019-03-01,"All Cancers Combined","TotalKnown",14625,NA,NA,14703.75,NA,NA,NA
2019-03-01,"All Cancers Combined","Early stages (I+II)",8183,0.559521367521367,0.406527895076755,8175.58333333333,0.393766807144291,54.7975854287117,56.4035461180763
2019-03-01,"All Cancers Combined","Late stages (III+IV)",6442,0.440478632478633,0.320035769288092,6528.16666666667,0.314421031507124,43.5964538819237,45.2024145712883
2019-03-01,"All Cancers Combined (excluding Lung and Prostate)","Stage I",3438,0.366680887372014,0.254893238434164,3404.83333333333,0.248305955137438,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung and Prostate)","Stage II",2590,0.276237201365188,0.192022538552788,2536.33333333333,0.184968428473324,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung and Prostate)","Stage III",1781,0.189953071672355,0.132043297746145,1757.16666666667,0.128145757747027,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung and Prostate)","Stage IV",1567,0.167128839590444,0.11617734282325,1512.16666666667,0.110278522245924,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung and Prostate)","Unknown stage",4112,NA,0.304863582443654,4501.75,0.328301336396288,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung and Prostate)","Total",13488,NA,NA,13712.25,1,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung and Prostate)","TotalKnown",9376,NA,NA,9210.5,NA,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung and Prostate)","Early stages (I+II)",6028,0.642918088737201,0.446915776986951,5941.16666666667,0.433274383610762,63.5212058046399,65.4752595995767
2019-03-01,"All Cancers Combined (excluding Lung and Prostate)","Late stages (III+IV)",3348,0.357081911262799,0.248220640569395,3269.33333333333,0.23842427999295,34.5247404004232,36.4787941953601
2019-03-01,"All Cancers Combined (excluding Lung)","Stage I",4384,0.362134478770857,0.255820738752407,4419.08333333333,0.249931659864074,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung)","Stage II",3045,0.251528167850653,0.177685709284005,3019.75,0.170789069348742,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung)","Stage III",2629,0.21716504212787,0.153410748672463,2653.66666666667,0.150084364719523,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung)","Stage IV",2048,0.16917231125062,0.119507498395285,1992.41666666667,0.112685814473027,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung)","Unknown stage",5031,NA,0.293575304895839,5596.25,0.316509091594635,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung)","Total",17137,NA,NA,17681.1666666667,1,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung)","TotalKnown",12106,NA,NA,12084.9166666667,NA,NA,NA
2019-03-01,"All Cancers Combined (excluding Lung)","Early stages (I+II)",7429,0.61366264662151,0.433506448036412,7438.83333333333,0.420720729212816,60.6838328212962,62.4182093488742
2019-03-01,"All Cancers Combined (excluding Lung)","Late stages (III+IV)",4677,0.38633735337849,0.272918247067748,4646.08333333333,0.262770179192549,37.5817906511258,39.3161671787038
2019-03-01,"All Cancers Combined (excluding Prostate)","Stage I",3961,0.332997057587222,0.240351941747573,3923.33333333333,0.233620976265736,NA,NA
2019-03-01,"All Cancers Combined (excluding Prostate)","Stage II",2821,0.237158469945355,0.171177184466019,2754.58333333333,0.164025942448257,NA,NA
2019-03-01,"All Cancers Combined (excluding Prostate)","Stage III",2388,0.200756620428752,0.144902912621359,2375.08333333333,0.141428025585169,NA,NA
2019-03-01,"All Cancers Combined (excluding Prostate)","Stage IV",2725,0.229087852038672,0.165351941747573,2776.33333333333,0.165321079975983,NA,NA
2019-03-01,"All Cancers Combined (excluding Prostate)","Unknown stage",4585,NA,0.278216019417476,4964.25,0.295603975724855,NA,NA
2019-03-01,"All Cancers Combined (excluding Prostate)","Total",16480,NA,NA,16793.5833333333,1,NA,NA
2019-03-01,"All Cancers Combined (excluding Prostate)","TotalKnown",11895,NA,NA,11829.3333333333,NA,NA,NA
2019-03-01,"All Cancers Combined (excluding Prostate)","Early stages (I+II)",6782,0.570155527532577,0.411529126213592,6677.91666666667,0.397646918713993,55.5567352439201,57.3434375906107
2019-03-01,"All Cancers Combined (excluding Prostate)","Late stages (III+IV)",5113,0.429844472467423,0.310254854368932,5151.41666666667,0.306749105561152,42.6565624093893,44.4432647560799
2019-03-01,"Bladder","Stage I",195,0.448275862068966,0.234375,195.75,0.239059637695909,NA,NA
2019-03-01,"Bladder","Stage II",165,0.379310344827586,0.198317307692308,149.25,0.182271524526766,NA,NA
2019-03-01,"Bladder","Stage III",55,0.126436781609195,0.0661057692307692,48.8333333333333,0.0596376959088134,NA,NA
2019-03-01,"Bladder","Stage IV",20,0.0459770114942529,0.0240384615384615,23.0833333333333,0.0281905149603094,NA,NA
2019-03-01,"Bladder","Unknown stage",397,NA,0.477163461538462,401.916666666667,0.490840626908203,NA,NA
2019-03-01,"Bladder","Total",832,NA,NA,818.833333333333,1,NA,NA
2019-03-01,"Bladder","TotalKnown",435,NA,NA,416.916666666667,NA,NA,NA
2019-03-01,"Bladder","Early stages (I+II)",360,0.827586206896552,0.432692307692308,345,0.421331162222675,78.8289847592926,86.0737032201785
2019-03-01,"Bladder","Late stages (III+IV)",75,0.172413793103448,0.0901442307692308,71.9166666666667,0.0878282108691227,13.9262967798215,21.1710152407074
2019-03-01,"Blood","Stage I",83,0.170081967213115,0.0774253731343284,77.5,0.0745013217976448,NA,NA
2019-03-01,"Blood","Stage II",83,0.170081967213115,0.0774253731343284,80,0.0769045902427301,NA,NA
2019-03-01,"Blood","Stage III",100,0.204918032786885,0.0932835820895522,99.75,0.0958904109589041,NA,NA
2019-03-01,"Blood","Stage IV",222,0.454918032786885,0.207089552238806,219.416666666667,0.210926860530321,NA,NA
2019-03-01,"Blood","Unknown stage",584,NA,0.544776119402985,563.583333333333,0.5417768164704,NA,NA
2019-03-01,"Blood","Total",1072,NA,NA,1040.25,1,NA,NA
2019-03-01,"Blood","TotalKnown",488,NA,NA,476.666666666667,NA,NA,NA
2019-03-01,"Blood","Early stages (I+II)",166,0.340163934426229,0.154850746268657,157.5,0.151405912040375,28.9697069009262,37.3853539000344
2019-03-01,"Blood","Late stages (III+IV)",322,0.659836065573771,0.300373134328358,319.166666666667,0.306817271489225,62.6146460999656,71.0302930990738
2019-03-01,"Bowel","Stage I",485,0.220254314259764,0.173090649536046,436.833333333333,0.152423599197464,NA,NA
2019-03-01,"Bowel","Stage II",573,0.260217983651226,0.204496788008565,599.916666666667,0.209328021866186,NA,NA
2019-03-01,"Bowel","Stage III",715,0.324704813805631,0.255174875089222,707.25,0.246779680730424,NA,NA
2019-03-01,"Bowel","Stage IV",429,0.194822888283379,0.153104925053533,437.25,0.152568986071937,NA,NA
2019-03-01,"Bowel","Unknown stage",600,NA,0.214132762312634,684.666666666667,0.238899712133989,NA,NA
2019-03-01,"Bowel","Total",2802,NA,NA,2865.91666666667,1,NA,NA
2019-03-01,"Bowel","TotalKnown",2202,NA,NA,2181.25,NA,NA,NA
2019-03-01,"Bowel","Early stages (I+II)",1058,0.48047229791099,0.377587437544611,1036.75,0.36175162106365,45.4405389723462,49.6283173189986
2019-03-01,"Bowel","Late stages (III+IV)",1144,0.51952770208901,0.408279800142755,1144.5,0.399348666802361,50.3716826810015,54.5594610276538
2019-03-01,"Breast","Stage I",1274,0.443130434782609,0.330308529945554,1239.08333333333,0.315864383736245,NA,NA
2019-03-01,"Breast","Stage II",1209,0.420521739130435,0.313456053927923,1155.5,0.294557505204572,NA,NA
2019-03-01,"Breast","Stage III",270,0.0939130434782609,0.0700025926886181,278.166666666667,0.0709096316437949,NA,NA
2019-03-01,"Breast","Stage IV",122,0.0424347826086957,0.031630801140783,123.666666666667,0.0315248332412797,NA,NA
2019-03-01,"Breast","Unknown stage",982,NA,0.254602022297122,1126.41666666667,0.287143646174109,NA,NA
2019-03-01,"Breast","Total",3857,NA,NA,3922.83333333333,1,NA,NA
2019-03-01,"Breast","TotalKnown",2875,NA,NA,2796.41666666667,NA,NA,NA
2019-03-01,"Breast","Early stages (I+II)",2483,0.863652173913043,0.643764583873477,2394.58333333333,0.610421888940817,84.2813948463392,86.8816876517494
2019-03-01,"Breast","Late stages (III+IV)",392,0.136347826086957,0.101633393829401,401.833333333333,0.102434464885075,13.1183123482506,15.7186051536608
2019-03-01,"Cervical","Stage I",107,0.532338308457711,0.449579831932773,101.666666666667,0.455054084296904,NA,NA
2019-03-01,"Cervical","Stage II",42,0.208955223880597,0.176470588235294,36.5,0.16337187616561,NA,NA
2019-03-01,"Cervical","Stage III",25,0.124378109452736,0.105042016806723,16.6666666666667,0.0745990302126072,NA,NA
2019-03-01,"Cervical","Stage IV",27,0.134328358208955,0.113445378151261,21.9166666666667,0.0980977247295785,NA,NA
2019-03-01,"Cervical","Unknown stage",37,NA,0.15546218487395,46.6666666666667,0.2088772845953,NA,NA
2019-03-01,"Cervical","Total",238,NA,NA,223.416666666667,1,NA,NA
2019-03-01,"Cervical","TotalKnown",201,NA,NA,176.75,NA,NA,NA
2019-03-01,"Cervical","Early stages (I+II)",149,0.741293532338309,0.626050420168067,138.166666666667,0.618425960462514,71.5169282081419,83.6259528470512
2019-03-01,"Cervical","Late stages (III+IV)",52,0.258706467661692,0.218487394957983,38.5833333333333,0.172696754942186,16.3740471529488,28.4830717918581
2019-03-01,"Gynaecological","Stage I",621,0.560469314079422,0.445161290322581,605.666666666667,0.44045815405127,NA,NA
2019-03-01,"Gynaecological","Stage II",109,0.0983754512635379,0.0781362007168459,103.333333333333,0.0751469607902551,NA,NA
2019-03-01,"Gynaecological","Stage III",218,0.196750902527076,0.156272401433692,194.583333333333,0.141506575359069,NA,NA
2019-03-01,"Gynaecological","Stage IV",160,0.144404332129964,0.114695340501792,132.25,0.0961759893339798,NA,NA
2019-03-01,"Gynaecological","Unknown stage",287,NA,0.20573476702509,339.25,0.246712320465426,NA,NA
2019-03-01,"Gynaecological","Total",1395,NA,NA,1375.08333333333,1,NA,NA
2019-03-01,"Gynaecological","TotalKnown",1108,NA,NA,1035.83333333333,NA,NA,NA
2019-03-01,"Gynaecological","Early stages (I+II)",730,0.65884476534296,0.523297491039427,709,0.515605114841525,65.5534701285075,71.204819054871
2019-03-01,"Gynaecological","Late stages (III+IV)",378,0.34115523465704,0.270967741935484,326.833333333333,0.237682564693049,28.795180945129,34.4465298714926
2019-03-01,"Hodgkin Lymphoma","Stage I",6,0.0869565217391304,0.0428571428571429,9.08333333333333,0.0621791215059897,NA,NA
2019-03-01,"Hodgkin Lymphoma","Stage II",28,0.405797101449275,0.2,26.3333333333333,0.180262407301768,NA,NA
2019-03-01,"Hodgkin Lymphoma","Stage III",15,0.217391304347826,0.107142857142857,17.1666666666667,0.11751283513976,NA,NA
2019-03-01,"Hodgkin Lymphoma","Stage IV",20,0.289855072463768,0.142857142857143,22.8333333333333,0.156303479749002,NA,NA
2019-03-01,"Hodgkin Lymphoma","Unknown stage",71,NA,0.507142857142857,70.6666666666667,0.48374215630348,NA,NA
2019-03-01,"Hodgkin Lymphoma","Total",140,NA,NA,146.083333333333,1,NA,NA
2019-03-01,"Hodgkin Lymphoma","TotalKnown",69,NA,NA,75.4166666666667,NA,NA,NA
2019-03-01,"Hodgkin Lymphoma","Early stages (I+II)",34,0.492753623188406,0.242857142857143,35.4166666666667,0.242441528807758,36.1202730956132,58.0969339034797
2019-03-01,"Hodgkin Lymphoma","Late stages (III+IV)",35,0.507246376811594,0.25,40,0.273816314888762,41.9030660965203,63.8797269043868
2019-03-01,"Kidney","Stage I",198,0.478260869565217,0.273103448275862,211.333333333333,0.283130512448364,NA,NA
2019-03-01,"Kidney","Stage II",40,0.0966183574879227,0.0551724137931034,39.3333333333333,0.052696215250642,NA,NA
2019-03-01,"Kidney","Stage III",104,0.251207729468599,0.143448275862069,118.083333333333,0.158200290275762,NA,NA
2019-03-01,"Kidney","Stage IV",72,0.173913043478261,0.0993103448275862,65.3333333333333,0.087529306687507,NA,NA
2019-03-01,"Kidney","Unknown stage",311,NA,0.428965517241379,312.333333333333,0.418443675337725,NA,NA
2019-03-01,"Kidney","Total",725,NA,NA,746.416666666667,1,NA,NA
2019-03-01,"Kidney","TotalKnown",414,NA,NA,434.083333333333,NA,NA,NA
2019-03-01,"Kidney","Early stages (I+II)",238,0.57487922705314,0.328275862068966,250.666666666667,0.335826727699006,53.0513630088361,62.3051550976672
2019-03-01,"Kidney","Late stages (III+IV)",176,0.42512077294686,0.242758620689655,183.416666666667,0.245729596963269,37.6948449023328,46.9486369911639
2019-03-01,"Lung","Stage I",523,0.207622072250893,0.174799465240642,518.5,0.168271311120727,NA,NA
2019-03-01,"Lung","Stage II",231,0.091703056768559,0.0772058823529412,218.25,0.0708297273907399,NA,NA
2019-03-01,"Lung","Stage III",607,0.240968638348551,0.202874331550802,617.916666666667,0.200535482475119,NA,NA
2019-03-01,"Lung","Stage IV",1158,0.459706232631997,0.387032085561497,1264.16666666667,0.410266118563392,NA,NA
2019-03-01,"Lung","Unknown stage",473,NA,0.158088235294118,462.5,0.150097360450022,NA,NA
2019-03-01,"Lung","Total",2992,NA,NA,3081.33333333333,1,NA,NA
2019-03-01,"Lung","TotalKnown",2519,NA,NA,2618.83333333333,NA,NA,NA
2019-03-01,"Lung","Early stages (I+II)",754,0.299325129019452,0.252005347593583,736.75,0.239101038511467,26.4436196596532,29.8859513279621
2019-03-01,"Lung","Late stages (III+IV)",1765,0.700674870980548,0.589906417112299,1882.08333333333,0.610801601038511,70.1140486720379,73.5563803403468
2019-03-01,"Melanoma Skin","Stage I",490,0.661268556005398,0.476190476190476,549.75,0.466252031945721,NA,NA
2019-03-01,"Melanoma Skin","Stage II",189,0.255060728744939,0.183673469387755,202.75,0.171955615237826,NA,NA
2019-03-01,"Melanoma Skin","Stage III",39,0.0526315789473684,0.0379008746355685,39.5,0.0335006007491696,NA,NA
2019-03-01,"Melanoma Skin","Stage IV",23,0.0310391363022942,0.0223517978620019,20.75,0.0175984168492473,NA,NA
2019-03-01,"Melanoma Skin","Unknown stage",288,NA,0.279883381924198,366.333333333333,0.310693335218037,NA,NA
2019-03-01,"Melanoma Skin","Total",1029,NA,NA,1179.08333333333,1,NA,NA
2019-03-01,"Melanoma Skin","TotalKnown",741,NA,NA,812.75,NA,NA,NA
2019-03-01,"Melanoma Skin","Early stages (I+II)",679,0.916329284750337,0.659863945578231,752.5,0.638207647183547,90.5785369691211,94.1945760144184
2019-03-01,"Melanoma Skin","Late stages (III+IV)",62,0.0836707152496626,0.0602526724975705,60.25,0.0510990175984169,5.80542398558164,9.42146303087892
2019-03-01,"Non-Hodgkin Lymphoma","Stage I",71,0.180661577608142,0.0833333333333333,61.9166666666667,0.0759092766653044,NA,NA
2019-03-01,"Non-Hodgkin Lymphoma","Stage II",55,0.139949109414758,0.0645539906103286,52.1666666666667,0.0639558643236616,NA,NA
2019-03-01,"Non-Hodgkin Lymphoma","Stage III",82,0.208651399491094,0.0962441314553991,79.8333333333333,0.0978749489170413,NA,NA
2019-03-01,"Non-Hodgkin Lymphoma","Stage IV",185,0.470737913486005,0.217136150234742,179.833333333333,0.220474049856968,NA,NA
2019-03-01,"Non-Hodgkin Lymphoma","Unknown stage",459,NA,0.538732394366197,441.916666666667,0.541785860237025,NA,NA
2019-03-01,"Non-Hodgkin Lymphoma","Total",852,NA,NA,815.666666666667,1,NA,NA
2019-03-01,"Non-Hodgkin Lymphoma","TotalKnown",393,NA,NA,373.75,NA,NA,NA
2019-03-01,"Non-Hodgkin Lymphoma","Early stages (I+II)",126,0.320610687022901,0.147887323943662,114.083333333333,0.139865140988966,26.0730001412328,35.3712195484752
2019-03-01,"Non-Hodgkin Lymphoma","Late stages (III+IV)",267,0.679389312977099,0.313380281690141,259.666666666667,0.318348998774009,64.6287804515248,73.9269998587672
2019-03-01,"Oesophageal","Stage I",32,0.0574506283662478,0.0428954423592493,25.3333333333333,0.0357899693901578,NA,NA
2019-03-01,"Oesophageal","Stage II",126,0.226211849192101,0.168900804289544,121.25,0.171297386390393,NA,NA
2019-03-01,"Oesophageal","Stage III",156,0.280071813285458,0.20911528150134,152.083333333333,0.214857546503414,NA,NA
2019-03-01,"Oesophageal","Stage IV",243,0.436265709156194,0.32573726541555,215.166666666667,0.303979279491406,NA,NA
2019-03-01,"Oesophageal","Unknown stage",189,NA,0.253351206434316,194,0.274075818224629,NA,NA
2019-03-01,"Oesophageal","Total",746,NA,NA,707.833333333333,1,NA,NA
2019-03-01,"Oesophageal","TotalKnown",557,NA,NA,513.833333333333,NA,NA,NA
2019-03-01,"Oesophageal","Early stages (I+II)",158,0.283662477558348,0.211796246648794,146.583333333333,0.207087355780551,24.7937462967149,32.5797495715154
2019-03-01,"Oesophageal","Late stages (III+IV)",399,0.716337522441652,0.53485254691689,367.25,0.51883682599482,67.4202504284846,75.2062537032851
2019-03-01,"Oesophago-gastric","Stage I",59,0.0756410256410256,0.0533453887884268,56.4166666666667,0.0526889252081874,NA,NA
2019-03-01,"Oesophago-gastric","Stage II",172,0.220512820512821,0.155515370705244,155.583333333333,0.145303136430851,NA,NA
2019-03-01,"Oesophago-gastric","Stage III",210,0.269230769230769,0.189873417721519,205.833333333333,0.192232858588217,NA,NA
2019-03-01,"Oesophago-gastric","Stage IV",339,0.434615384615385,0.306509945750452,309.833333333333,0.289361039769632,NA,NA
2019-03-01,"Oesophago-gastric","Unknown stage",326,NA,0.294755877034358,343.083333333333,0.320414040003113,NA,NA
2019-03-01,"Oesophago-gastric","Total",1106,NA,NA,1070.75,1,NA,NA
2019-03-01,"Oesophago-gastric","TotalKnown",780,NA,NA,727.666666666667,NA,NA,NA
2019-03-01,"Oesophago-gastric","Early stages (I+II)",231,0.296153846153846,0.208860759493671,212,0.197992061639038,25.9492233304734,32.5383646967476
2019-03-01,"Oesophago-gastric","Late stages (III+IV)",549,0.703846153846154,0.496383363471971,515.666666666667,0.481593898357849,67.4616353032524,74.0507766695266
2019-03-01,"Ovarian","Stage I",104,0.304093567251462,0.214876033057851,104.083333333333,0.222241992882562,NA,NA
2019-03-01,"Ovarian","Stage II",27,0.0789473684210526,0.0557851239669422,22.8333333333333,0.0487544483985765,NA,NA
2019-03-01,"Ovarian","Stage III",126,0.368421052631579,0.260330578512397,114.666666666667,0.244839857651246,NA,NA
2019-03-01,"Ovarian","Stage IV",85,0.248538011695906,0.175619834710744,68.5833333333333,0.14644128113879,NA,NA
2019-03-01,"Ovarian","Unknown stage",142,NA,0.293388429752066,158.166666666667,0.337722419928826,NA,NA
2019-03-01,"Ovarian","Total",484,NA,NA,468.333333333333,1,NA,NA
2019-03-01,"Ovarian","TotalKnown",342,NA,NA,310.166666666667,NA,NA,NA
2019-03-01,"Ovarian","Early stages (I+II)",131,0.383040935672515,0.270661157024793,126.916666666667,0.270996441281139,35.5905129235129,46.4693993014015
2019-03-01,"Ovarian","Late stages (III+IV)",211,0.616959064327485,0.435950413223141,183.25,0.391281138790036,53.5306006985985,64.4094870764871
2019-03-01,"Pancreatic","Stage I",33,0.0990990990990991,0.0492537313432836,32.5,0.0468919081399543,NA,NA
2019-03-01,"Pancreatic","Stage II",50,0.15015015015015,0.0746268656716418,50.6666666666667,0.0731032824335698,NA,NA
2019-03-01,"Pancreatic","Stage III",70,0.21021021021021,0.104477611940299,65.1666666666667,0.0940242876037033,NA,NA
2019-03-01,"Pancreatic","Stage IV",180,0.540540540540541,0.26865671641791,180.583333333333,0.26055067933149,NA,NA
2019-03-01,"Pancreatic","Unknown stage",337,NA,0.502985074626866,364.166666666667,0.525429842491283,NA,NA
2019-03-01,"Pancreatic","Total",670,NA,NA,693.083333333333,1,NA,NA
2019-03-01,"Pancreatic","TotalKnown",333,NA,NA,328.916666666667,NA,NA,NA
2019-03-01,"Pancreatic","Early stages (I+II)",83,0.249249249249249,0.123880597014925,83.1666666666667,0.119995190573524,20.8916100760819,30.2490771437381
2019-03-01,"Pancreatic","Late stages (III+IV)",250,0.750750750750751,0.373134328358209,245.75,0.354574966935193,69.7509228562619,79.108389923918
2019-03-01,"Prostate","Stage I",946,0.346520146520147,0.259249109345026,1014.25,0.255548323429987,NA,NA
2019-03-01,"Prostate","Stage II",455,0.166666666666667,0.124691696355166,483.416666666667,0.121800659289899,NA,NA
2019-03-01,"Prostate","Stage III",848,0.310622710622711,0.232392436283913,896.5,0.225880277993575,NA,NA
2019-03-01,"Prostate","Stage IV",481,0.176190476190476,0.13181693614689,480.25,0.121002792533647,NA,NA
2019-03-01,"Prostate","Unknown stage",919,NA,0.251849821869005,1094.5,0.275767946752892,NA,NA
2019-03-01,"Prostate","Total",3649,NA,NA,3968.91666666667,1,NA,NA
2019-03-01,"Prostate","TotalKnown",2730,NA,NA,2874.41666666667,NA,NA,NA
2019-03-01,"Prostate","Early stages (I+II)",1401,0.513186813186813,0.383940805700192,1497.66666666667,0.377348982719886,50.2754917737902,53.9255444569749
2019-03-01,"Prostate","Late stages (III+IV)",1329,0.486813186813187,0.364209372430803,1376.75,0.346883070527222,46.0744555430251,49.7245082262098
2019-03-01,"Stomach","Stage I",27,0.121076233183857,0.075,31.0833333333333,0.0856486796785304,NA,NA
2019-03-01,"Stomach","Stage II",46,0.20627802690583,0.127777777777778,34.3333333333333,0.0946039035591274,NA,NA
2019-03-01,"Stomach","Stage III",54,0.242152466367713,0.15,53.75,0.148105625717566,NA,NA
2019-03-01,"Stomach","Stage IV",96,0.430493273542601,0.266666666666667,94.6666666666667,0.260849598163031,NA,NA
2019-03-01,"Stomach","Unknown stage",137,NA,0.380555555555556,149.083333333333,0.410792192881745,NA,NA
2019-03-01,"Stomach","Total",360,NA,NA,362.916666666667,1,NA,NA
2019-03-01,"Stomach","TotalKnown",223,NA,NA,213.833333333333,NA,NA,NA
2019-03-01,"Stomach","Early stages (I+II)",73,0.327354260089686,0.202777777777778,65.4166666666667,0.180252583237658,24.8038397757942,37.0658837789347
2019-03-01,"Stomach","Late stages (III+IV)",150,0.672645739910314,0.416666666666667,148.416666666667,0.408955223880597,62.9341162210653,75.1961602242058
2019-03-01,"Urological excl prostate","Stage I",393,0.462897526501767,0.252408477842004,407.083333333333,0.260075600276846,NA,NA
2019-03-01,"Urological excl prostate","Stage II",205,0.241460541813899,0.131663455362877,188.583333333333,0.120481286269499,NA,NA
2019-03-01,"Urological excl prostate","Stage III",159,0.187279151943463,0.102119460500963,166.916666666667,0.106638982058244,NA,NA
2019-03-01,"Urological excl prostate","Stage IV",92,0.108362779740872,0.0590879897238279,88.4166666666667,0.0564872491082362,NA,NA
2019-03-01,"Urological excl prostate","Unknown stage",708,NA,0.454720616570328,714.25,0.456316882287175,NA,NA
2019-03-01,"Urological excl prostate","Total",1557,NA,NA,1565.25,1,NA,NA
2019-03-01,"Urological excl prostate","TotalKnown",849,NA,NA,851,NA,NA,NA
2019-03-01,"Urological excl prostate","Early stages (I+II)",598,0.704358068315665,0.384071933204881,595.666666666667,0.380556886546345,66.8328411116761,72.9796094686741
2019-03-01,"Urological excl prostate","Late stages (III+IV)",251,0.295641931684335,0.161207450224791,255.333333333333,0.16312623116648,27.0203905313259,33.1671588883239
2019-03-01,"Uterine","Stage I",410,0.725663716814159,0.609212481426449,399.916666666667,0.585243902439024,NA,NA
2019-03-01,"Uterine","Stage II",40,0.0707964601769911,0.0594353640416048,44,0.064390243902439,NA,NA
2019-03-01,"Uterine","Stage III",67,0.11858407079646,0.099554234769688,63.25,0.0925609756097561,NA,NA
2019-03-01,"Uterine","Stage IV",48,0.0849557522123894,0.0713224368499257,41.75,0.0610975609756098,NA,NA
2019-03-01,"Uterine","Unknown stage",108,NA,0.160475482912333,134.416666666667,0.196707317073171,NA,NA
2019-03-01,"Uterine","Total",673,NA,NA,683.333333333333,1,NA,NA
2019-03-01,"Uterine","TotalKnown",565,NA,NA,548.916666666667,NA,NA,NA
2019-03-01,"Uterine","Early stages (I+II)",450,0.79646017699115,0.668647845468053,443.916666666667,0.649634146341463,77.3710227480721,83.942714859647
2019-03-01,"Uterine","Late stages (III+IV)",115,0.20353982300885,0.170876671619614,105,0.153658536585366,16.057285140353,22.628977251928
2019-02-01,"All Cancers Combined","Stage I",4596,0.331458243184769,0.240213244133173,4895.66666666667,0.236134892881547,NA,NA
2019-02-01,"All Cancers Combined","Stage II",3096,0.223279965382951,0.161814665760728,3217,0.15516700832027,NA,NA
2019-02-01,"All Cancers Combined","Stage III",3127,0.225515649790855,0.163434903047091,3254.66666666667,0.156983801599743,NA,NA
2019-02-01,"All Cancers Combined","Stage IV",3047,0.219746141641425,0.159253645533894,3249.58333333333,0.156738614896097,NA,NA
2019-02-01,"All Cancers Combined","Unknown stage",5267,NA,0.275283541525114,6115.58333333333,0.294975682302343,NA,NA
2019-02-01,"All Cancers Combined","Total",19133,NA,NA,20732.5,1,NA,NA
2019-02-01,"All Cancers Combined","TotalKnown",13866,NA,NA,14616.9166666667,NA,NA,NA
2019-02-01,"All Cancers Combined","Early stages (I+II)",7692,0.55473820856772,0.402027909893901,8112.66666666667,0.391301901201817,54.6949131854511,56.3059983463717
2019-02-01,"All Cancers Combined","Late stages (III+IV)",6174,0.44526179143228,0.322688548580986,6504.25,0.31372241649584,43.6940016536283,45.3050868145489
2019-02-01,"All Cancers Combined (excluding Lung and Prostate)","Stage I",3101,0.360288137562449,0.248119699151864,3369.58333333333,0.246286065818406,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung and Prostate)","Stage II",2423,0.281515045892878,0.193871019363098,2522.91666666667,0.184402390074248,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung and Prostate)","Stage III",1650,0.191704426629488,0.132021123379741,1743.83333333333,0.127458444746283,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung and Prostate)","Stage IV",1433,0.166492389915185,0.114658345335254,1502.58333333333,0.109825251706978,NA,NA
